customer_id,age_x,tenure_x,plan_type_x,monthly_usage_x,engagement_score_x,complaints_x,payment_delay_x,usage_volatility_x,shock_flag_x,treatment_flag_x,discount_percent_x,CLV_x,retention_cost_x,churn_x,time_to_churn_x,age_y,tenure_y,plan_type_y,monthly_usage_y,engagement_score_y,complaints_y,payment_delay_y,usage_volatility_y,shock_flag_y,treatment_flag_y,discount_percent_y,CLV_y,retention_cost_y,churn_y,time_to_churn_y,tenure_years
60,37,69,plus,31.616979166776467,0.6652697160715889,0,10.425323747919435,0.8137393757112773,0,0,0,4267.742317006024,122.2594725795696,1,1.5556581778406322,37,69,plus,31.616979166776467,0.6652697160715889,0,10.425323747919435,0.8137393757112773,0,0,0,4267.742317006024,122.2594725795696,1,1.5556581778406322,5.75
61,45,63,plus,52.022021349353054,0.2421303581992801,1,1.9423667865003371,0.1102628539055466,0,0,0,6598.607335240553,99.55397814238395,0,23.94927165225973,45,63,plus,52.022021349353054,0.2421303581992801,1,1.942366786500337,0.1102628539055466,0,0,0,6598.607335240553,99.55397814238395,0,23.94927165225973,5.25
62,64,59,basic,49.72492900049435,0.875804115581388,0,0.4047502354705493,0.7409054154641047,0,0,0,5854.503722455094,57.87971825947971,0,32.96124531616266,64,59,basic,49.72492900049435,0.875804115581388,0,0.4047502354705493,0.7409054154641047,0,0,0,5854.503722455094,57.87971825947971,0,32.96124531616266,4.916666666666667
63,24,5,basic,48.23884549482696,0.3628945610648852,1,0.0878915543705519,0.9323965384882088,0,1,10,397.8273282850448,104.9966170502405,1,51.54035778191398,24,5,basic,48.23884549482696,0.3628945610648852,1,0.0878915543705519,0.9323965384882088,0,1,10,397.8273282850448,104.9966170502405,1,51.54035778191398,0.4166666666666667
64,61,51,premium,48.37075017592486,0.221599355362953,0,4.441408956782981,0.5854360817691904,0,1,10,4968.35126971525,21.243622773907056,1,6.233968498210771,61,51,premium,48.37075017592486,0.221599355362953,0,4.441408956782981,0.5854360817691904,0,1,10,4968.35126971525,21.243622773907056,1,6.233968498210771,4.25
65,25,21,plus,48.25893784819275,0.8921390844885833,2,2.3800487229377554,0.614156951487997,1,0,0,2048.845541023225,128.57626780842733,0,33.76336003576305,25,21,plus,48.25893784819275,0.8921390844885833,2,2.3800487229377554,0.614156951487997,1,0,0,2048.845541023225,128.57626780842733,0,33.76336003576305,1.75
66,64,12,plus,63.09599099498149,0.7621349437764124,0,0.0083230509573443,0.870407290102308,0,0,0,1474.0267055268594,145.5579419398363,1,3.948317413490703,64,12,plus,63.09599099498149,0.7621349437764124,0,0.0083230509573443,0.870407290102308,0,0,0,1474.0267055268594,145.5579419398363,1,3.948317413490703,1.0
67,52,50,plus,59.134766697386524,0.1907372316141326,0,1.446338612555827,0.6794825593918636,1,1,10,5854.18045946136,46.915797935290016,0,41.27614261279125,52,50,plus,59.134766697386524,0.1907372316141326,0,1.446338612555827,0.6794825593918636,1,1,10,5854.18045946136,46.915797935290016,0,41.27614261279125,4.166666666666667
68,31,4,basic,56.283674170591794,0.2635554527989571,0,7.361943167217429,0.9952675116626832,1,0,0,520.0605275525306,134.8727728854347,1,2.2446714320181496,31,4,basic,56.283674170591794,0.2635554527989571,0,7.361943167217429,0.9952675116626832,1,0,0,520.0605275525306,134.8727728854347,1,2.2446714320181496,0.3333333333333333
69,34,42,basic,5.0,0.276531189733327,0,8.855429013278236,0.282693636023103,0,1,20,445.30785950575705,41.81859569489133,0,26.357645013973425,34,42,basic,5.0,0.276531189733327,0,8.855429013278236,0.282693636023103,0,1,20,445.30785950575705,41.81859569489133,0,26.357645013973425,3.5
70,53,38,basic,54.496923112447455,0.4226346672208257,1,0.1651407227799969,0.8454805779343398,0,1,20,4102.217137880959,83.89260225682027,0,43.62119206694495,53,38,basic,54.496923112447455,0.4226346672208257,1,0.1651407227799969,0.8454805779343398,0,1,20,4102.217137880959,83.89260225682027,0,43.62119206694495,3.1666666666666665
71,67,25,premium,25.16540959744876,0.6631477485349785,3,0.3951901806758535,0.6124092208771837,0,1,10,1291.3977113732412,58.03769209925278,0,41.04984529565405,67,25,premium,25.16540959744876,0.6631477485349785,3,0.3951901806758535,0.6124092208771837,0,1,10,1291.3977113732412,58.03769209925278,0,41.04984529565405,2.083333333333333
72,57,14,premium,59.69480244703738,0.669880608254013,2,0.0146467314419813,0.3657355405859707,0,1,10,1650.4435094624964,44.93857262427636,0,34.56075279285727,57,14,premium,59.69480244703738,0.669880608254013,2,0.0146467314419813,0.3657355405859707,0,1,10,1650.4435094624964,44.93857262427636,0,34.56075279285727,1.1666666666666667
73,21,32,plus,72.11746051355772,0.5600513319773623,1,6.090210919345052,0.8830596705908978,0,1,20,4642.755828592977,118.23936140382877,0,46.66314512455254,21,32,plus,72.11746051355772,0.5600513319773623,1,6.090210919345052,0.8830596705908978,0,1,20,4642.755828592977,118.23936140382877,0,46.66314512455254,2.6666666666666665
74,19,11,basic,36.106413311171735,0.3631553680164095,1,0.2205722344722281,0.9962462561099984,0,1,20,810.0450362638393,124.85837955729248,0,45.13405892819648,19,11,basic,36.106413311171735,0.3631553680164095,1,0.2205722344722281,0.9962462561099984,0,1,20,810.0450362638393,124.85837955729248,0,45.13405892819648,0.9166666666666666
75,23,61,basic,46.0732891648594,0.651030846558575,2,0.3425316470801773,0.0578493688254687,0,1,20,5492.718463204295,129.0202360244524,0,42.58309198304265,23,61,basic,46.0732891648594,0.651030846558575,2,0.3425316470801773,0.0578493688254687,0,1,20,5492.718463204295,129.0202360244524,0,42.58309198304265,5.083333333333333
76,71,18,basic,41.00966442420504,0.4358065911921124,1,0.7748461574745154,0.9255227566662934,1,0,0,1481.7622048734966,21.102342593457468,0,45.458566111502925,71,18,basic,41.00966442420504,0.4358065911921124,1,0.7748461574745154,0.9255227566662934,1,0,0,1481.7622048734966,21.102342593457468,0,45.458566111502925,1.5
77,59,27,plus,68.53147663635201,0.4044329897644225,2,7.47577753966913,0.2031110026274198,0,0,0,3692.372072906957,130.21946538119556,1,8.730459550414366,59,27,plus,68.53147663635201,0.4044329897644225,2,7.47577753966913,0.2031110026274198,0,0,0,3692.372072906957,130.21946538119556,1,8.730459550414366,2.25
78,21,55,basic,51.42541827908109,0.8412940503783423,0,3.4965071878049905,0.2051880219064991,0,1,30,5619.779825847723,26.688847771398716,0,43.24186797286981,21,55,basic,51.42541827908109,0.8412940503783423,0,3.4965071878049905,0.2051880219064991,0,1,30,5619.779825847723,26.68884777139872,0,43.24186797286981,4.583333333333333
79,71,54,premium,75.924940708495,0.4410001794406071,2,2.8782317164461526,0.0417560919376056,0,1,20,8136.692478781305,78.29404530569875,0,40.49389726470496,71,54,premium,75.924940708495,0.4410001794406071,2,2.8782317164461526,0.0417560919376056,0,1,20,8136.692478781305,78.29404530569875,0,40.49389726470496,4.5
80,46,21,basic,56.206313044210816,0.3222917607137235,1,4.606568205611193,0.9221877339216588,0,0,0,2349.7893460090067,42.78669971345266,0,23.29485737871655,46,21,basic,56.206313044210816,0.3222917607137235,1,4.606568205611193,0.9221877339216588,0,0,0,2349.7893460090067,42.78669971345266,0,23.29485737871655,1.75
81,35,44,premium,53.63675270953729,0.3306234703251162,1,3.5455039904031858,0.7593980389483715,1,0,0,4702.397369465733,137.87293418016867,0,42.45824782156505,35,44,premium,53.63675270953729,0.3306234703251162,1,3.5455039904031858,0.7593980389483715,1,0,0,4702.397369465733,137.87293418016867,0,42.45824782156505,3.6666666666666665
82,43,5,plus,51.02310173904255,0.6277395178763846,1,4.110398837712657,0.0534491872059601,0,0,0,542.8015240471457,94.9734641867934,0,38.00656120633784,43,5,plus,51.02310173904255,0.6277395178763846,1,4.110398837712657,0.0534491872059601,0,0,0,542.8015240471457,94.9734641867934,0,38.00656120633784,0.4166666666666667
83,61,41,plus,62.26988148886005,0.2251203649643152,0,0.2295302898620768,0.6335352094020658,0,1,20,5098.872256855529,80.89915831662337,0,36.992412226625945,61,41,plus,62.26988148886005,0.2251203649643152,0,0.2295302898620768,0.6335352094020658,0,1,20,5098.872256855529,80.89915831662337,0,36.992412226625945,3.4166666666666665
