customer_id,age,tenure,plan_type,monthly_usage,engagement_score,complaints,payment_delay,usage_volatility,shock_flag,treatment_flag,discount_percent,CLV,retention_cost,churn,time_to_churn
31,42,39,plus,88.18793560391855,0.5161287293870097,3,0.043883416474398855,0.5006083257063365,1,0,0,6894.018754410515,22.37552775928762,1,37.925287367933294
32,66,1,plus,39.3927033317229,0.5276414350220441,0,2.496326651961919,0.47231924364591793,0,1,30,100.0,93.09242354112077,0,19.296076396667683
33,44,39,basic,62.89553048598518,0.45528188257292596,1,0.06727513006980454,0.3347355110812529,0,0,0,4902.30739048429,25.976484984277274,0,22.117070436156432
34,59,21,basic,49.35270655854327,0.6838355190296406,0,0.06260452549331538,0.7116992745544514,1,0,0,2062.2616552507006,82.9972879179147,1,3.271609952407533
35,45,65,basic,46.623322629369724,0.4403982383041787,0,1.6969186576228823,0.9405647381513361,0,0,0,6067.99494725415,60.78973483382159,1,11.595295898165714
36,33,15,basic,21.529412367331908,0.47336401191448374,0,4.738327183589085,0.5437337122843623,0,1,20,608.326196487383,103.98371843842645,0,54.98204187865897
37,32,4,plus,51.09172881915436,0.611595088225705,1,0.07800107114122493,0.8276880832975346,0,0,0,372.17186645395765,67.6381957519954,0,28.761976384691994
38,64,60,plus,35.385920468100124,0.5130157528042742,2,2.1752143284382592,0.6172148604336407,0,1,30,4228.067606196302,54.362919098082976,1,7.546498998557233
39,68,61,basic,45.35468870093045,0.6207850775115387,1,3.8473437598048923,0.03094223642201177,0,1,20,5536.521789778233,26.852482749398114,0,17.859327607801163
40,61,20,plus,35.97559358472099,0.9159931731021507,0,0.926299803086361,0.14005216481301674,0,0,0,1493.97819192226,66.88278245514832,0,55.15542330352212
41,72,10,basic,37.98260484029538,0.6281029581804477,0,2.481597069626629,0.8787771996887991,0,0,0,779.8669923989347,65.68807994575747,1,4.26376159831151
42,69,34,plus,33.90988966279644,0.6567692308851381,2,6.474702245590468,0.4759305574539051,1,1,30,2380.62226640984,24.323278836654186,1,8.648639433423043
43,74,48,basic,34.06464800500883,0.9305391347771362,0,5.1554593165242455,0.7752507013406426,1,1,10,3192.1145246963733,90.60378514207122,1,8.224814482587526
44,20,33,premium,26.13244841054004,0.8500055985550987,2,3.178811140623215,0.8350513673009261,0,1,20,1751.2337206463149,46.88230865623885,0,19.711744058672753
45,54,61,plus,55.643197157371716,0.4796272961593855,1,0.7972160416397547,0.5434426662583981,0,0,0,6731.915412532438,44.524520973424856,0,34.97786079714664
46,68,10,plus,50.27146043677466,0.4236201165063117,0,0.33676235791674425,0.002035593530845592,0,1,10,974.0162448685589,79.90429485485461,0,39.014940522936655
47,24,54,plus,60.6168814331984,0.8110524901770075,2,0.45852901154902626,0.6963333737341812,0,0,0,6616.940055726426,102.67589131247324,0,31.35599182202605
48,38,65,premium,44.12161379755449,0.49234600606722345,0,15.353582532188671,0.9630343865081837,0,0,0,5717.87240299669,26.953744810258065,1,9.893333996739274
49,26,1,premium,40.10370615467351,0.4165505148473737,2,3.8377142521969487,0.5372819389498488,0,1,10,100.0,51.11152284032839,1,0.7304107969702568
50,56,5,plus,48.682008980809385,0.35818068484290044,0,0.7246646527334348,0.83583516415906,0,0,0,504.33171742081703,20.853723033399554,1,0.6849290089561205
51,35,15,basic,60.52549750967421,0.8095783592683027,2,2.6898758642033775,0.3326353840103764,0,0,0,1771.0821370931171,69.15947024974324,0,53.05620486970142
52,21,28,premium,54.49759811231965,0.6592449516851683,0,0.05756161238603218,0.13447351621886083,0,1,10,3073.7168726595405,81.24383053566223,0,42.73564388900502
53,42,23,basic,50.19410851505591,0.503771932768402,2,5.2853979328982055,0.2784524357014616,0,0,0,2298.1655598736475,61.509136230762515,1,12.42958650143781
54,31,17,premium,59.96574589185243,0.45889824384578287,0,4.805361484209403,0.437104123381852,0,0,0,2108.9384711786756,82.17599897869007,0,19.5117085615061
55,67,13,plus,50.07574482458042,0.35853238710311386,1,3.215216669640391,0.8249023964900078,0,1,20,1358.1018541444882,102.83295814911219,0,20.84106391238233
56,26,14,premium,41.127103302140874,0.6154858517907418,0,0.7065527201085795,0.6254178338243542,0,1,20,1062.9792527586364,47.15837681291413,0,56.32225076313837
57,43,11,premium,63.613103119897,0.8267998608415786,2,2.0821182909016613,0.19145705447390904,1,1,30,1415.5925301773607,123.41634262001598,0,26.844121171834942
58,70,28,basic,31.274578055492643,0.4882169246654432,2,3.424739176996889,0.24431279267460004,1,1,20,1772.9462782206538,142.22855245734684,0,41.52353953749795
59,19,42,plus,28.69471572419096,0.2157461545982787,2,1.3957928891072047,0.7864930111785938,0,0,0,2463.085144537691,82.07650231028853,1,9.98169668811697
60,37,61,basic,49.625866948641054,0.6729752970882577,3,2.7706526287241102,0.6645634162833624,0,0,0,6077.834291505495,28.237444239348545,0,27.95562539544553
61,45,64,basic,51.287500725637265,0.25081383912885424,2,1.1509641480102615,0.18587229494645374,0,0,0,6515.082291065257,128.67815259205892,0,29.979900255163955
62,64,31,plus,53.49534376077941,0.5022362308488264,1,2.133626046972523,0.6260711921931634,0,0,0,3354.577490171085,46.24459384571678,0,26.739670219834416
63,24,10,basic,45.08579451176726,0.5177750962276058,1,0.9919916366841324,0.9215568381857446,0,0,0,845.7904912951977,141.79285286578872,0,29.073832884865222
64,61,8,plus,70.29627951035224,0.3837518602619945,4,3.7175919670612494,0.5664332755811716,0,0,0,1086.2186190707082,23.384532571704582,1,8.677419530790612
65,25,21,premium,27.521839196038442,0.6043739331099712,2,0.4759146704348872,0.086295276873249,1,1,20,1207.6571881226364,73.9997047404884,0,18.926080859411172
66,64,59,plus,52.02476531780511,0.23774947335954424,3,1.312099149075953,0.7350333127993263,0,0,0,6159.788507099855,56.77845336080939,1,3.5929882452673234
67,52,50,basic,61.3796924898322,0.45361143744321575,2,3.6729744099695827,0.9352841217479794,0,0,0,6198.99012382216,109.56972318719376,1,9.88094422640438
68,31,69,premium,70.76527604062069,0.40127184696854823,1,3.5589754187583376,0.5575993570259972,0,1,10,9799.520346167252,124.73492989132329,0,39.391282213585285
69,34,70,premium,70.01491590991316,0.36774771572365156,0,2.2131146081294473,0.5646964107790898,0,0,0,9804.042516322432,124.12459439552441,0,23.098775023506846
70,53,30,plus,33.55719685581848,0.28768878069214543,3,0.2788031080009336,0.9083180018086078,0,0,0,2056.2476824799423,104.18056204028126,1,12.016549779563174
71,67,17,plus,55.43207331341875,0.49222662997406896,3,1.991354788224246,0.2817088520291403,0,1,10,1862.2329944316523,72.963134937349,0,40.251394918722745
72,57,20,premium,46.789326363827186,0.885277876663584,0,0.3674592829978188,0.34579904478870616,1,1,30,1844.2196341235137,29.799399631865235,1,4.790093448737594
73,21,48,basic,49.71577157776855,0.06673640592806174,0,1.3483742643038206,0.34851322590799694,1,0,0,4745.733353562873,149.03793301839164,1,16.43623058564357
74,19,2,premium,67.0089499878585,0.4004321661882784,2,0.9100400606126793,0.3000186376714401,0,1,30,277.0045026550403,61.414306070744885,0,36.951474559125835
75,23,37,premium,78.49894277725247,0.7775732164167475,0,7.128680431067576,0.1366093580571418,0,0,0,5807.838894368214,30.238193385463212,1,24.190195911447947
76,71,1,premium,53.913661937464965,0.29451775861453583,2,1.8820792109003182,0.6167406335799,1,0,0,186.32405690870308,38.82781924242611,1,1.1900340003381433
77,59,4,basic,20.214084305776694,0.37781584305494254,2,4.4823841141376395,0.4640434976814972,0,0,0,114.77254755913782,68.25674518496322,0,32.28648021999872
78,21,54,premium,24.974066109262594,0.26470371054740766,1,1.751083037769484,0.35101102872723333,0,0,0,2647.18401062313,130.1393415525597,1,1.1288510404847403
79,71,25,plus,49.30250460026786,0.5703390920536883,0,1.0898734174033269,0.793711967724531,0,1,20,2431.848661590759,86.7564372905947,0,21.670374061047927
80,46,3,plus,64.96346828561367,0.48943553689415137,1,1.7052291337697367,0.8922523070854916,1,0,0,417.66258921753086,31.25652849113498,1,19.568102848231376
81,35,9,premium,38.218467751412504,0.6301241696214331,4,6.707184885008177,0.2930256887764954,0,0,0,718.7904376535749,64.0630957469772,1,4.955043756757968
82,43,34,basic,47.13236972596136,0.15036630220953015,1,0.3146618420812422,0.2165890740216001,0,1,30,3178.6023881109872,76.4128560988862,0,34.72032532659974
83,61,43,basic,74.26862752830803,0.3976292124371295,1,1.432321565670591,0.3479020701703571,0,1,30,6335.743953535128,46.27803761068379,0,39.42500339460582
84,51,22,premium,44.0527990921393,0.18480238731144055,3,0.844893640089192,0.6402690841000772,0,1,10,1965.4300410388603,36.286381489649386,1,18.46696589146154
85,27,70,premium,76.29274593623751,0.10124869372993636,2,2.0034860037216644,0.12847194274122287,0,0,0,10000.0,92.72671582448488,0,36.01984440382315
86,53,2,premium,43.545854622564356,0.30336437037332337,1,2.682230325369512,0.2336205507000476,0,1,10,220.80380069423975,119.78894450980982,1,7.391919633769896
87,31,66,basic,63.56405347434652,0.0266254819820777,1,3.7312215366011383,0.0942722067702465,0,1,10,8305.445129055413,62.7198364632423,0,34.10592161388544
88,48,32,plus,51.15280298290719,0.24709825564146082,2,0.42904664368143997,0.862344573841515,0,0,0,3250.692876919386,24.374885740343636,0,25.124860479297823
89,65,16,basic,61.64951610888622,0.421331500383095,0,2.681925850456698,0.7862326212220717,0,1,30,1941.045626572264,126.40984577913073,0,27.756467804523112
90,32,1,plus,80.1296156135007,0.7106222290594738,0,4.4715532460585905,0.339265954228685,1,1,10,206.6628526739464,110.67774999456539,0,49.13317844168021
91,25,48,basic,56.29505952254307,0.06828308149000241,0,3.4439667632166087,0.8404683294435812,0,0,0,5386.287845420617,103.8011390513816,1,32.549831641544536
92,31,50,plus,68.91610396682734,0.7680932041997073,4,1.963400488235732,0.04074561632325746,0,0,0,6911.8860098015975,82.6408165400749,1,16.11659493428738
93,40,13,plus,36.5805286705992,0.8565609239875861,1,2.711152300042883,0.5039153928309728,0,0,0,906.9579269418522,72.52475794623557,0,20.524190240695926
94,74,15,premium,36.02858305056375,0.1941943372896352,2,6.904473080072282,0.4787235116250643,0,1,20,980.9098100971166,93.81174027637387,1,13.26407259601087
95,57,53,plus,25.51349683258803,0.4438430039407999,1,2.0791020778087086,0.24415610136883314,0,1,10,2730.7871197800123,33.640642315888655,0,53.77313936273342
96,38,44,plus,34.165297903720436,0.6785204152869933,0,5.159143648134299,0.47677575104222325,0,1,30,3008.0372554131377,109.89333750522201,0,89.54700244879123
97,33,8,basic,72.75899978060549,0.33170892398939195,1,9.492225768881797,0.33084485242747974,1,1,30,1130.4559440648295,38.41458727885709,1,3.6803992383068653
98,62,46,plus,54.97193222653408,0.5505497244990428,1,0.18355257637720548,0.4896706659956144,0,0,0,5096.493935153942,84.66943753526523,0,44.477881762275985
99,35,69,plus,45.9889688706442,0.4820868314279206,0,5.941746248850346,0.1246304939627263,0,0,0,6414.231410690509,89.15222187001001,1,7.1500952793216666
100,64,19,basic,53.06292519314841,0.5824394416204001,0,0.34879356656097615,0.4456452573023495,0,0,0,2073.1320388409313,40.68569970828576,1,21.20393816655872
101,70,38,plus,60.20294831630722,0.3272918626880785,1,0.20645741818082536,0.7153502742031265,1,0,0,4552.483924128003,43.40332456512637,0,44.388982013870404
102,41,11,premium,61.6775897657658,0.6754061000015862,1,1.6713349145132623,0.9128057461825594,0,1,10,1476.2718213961105,28.614352718415955,1,2.2843679751931103
103,43,43,basic,53.27866092834699,0.8885291287124172,1,2.028657470814969,0.6830950570005601,0,1,20,4509.782567037077,134.17469858848847,0,60.29910820079866
104,42,20,basic,70.74076149033131,0.39826763770927576,2,0.26858049524932925,0.8606421213292409,0,1,20,2895.3287094083726,68.7099947402089,1,9.138489480820933
105,62,20,plus,35.438578356029026,0.6323010527422868,3,9.664805914869248,0.07901386771775432,0,0,0,1416.6993095382131,121.7019212115544,1,28.481076926554962
106,58,21,premium,44.740011892600144,0.5192231499026985,0,0.16922445931809246,0.6197667162530526,0,1,30,1851.7396226847125,24.95325240772686,0,74.46713377351179
107,46,57,basic,67.55394162306676,0.7684408240760504,2,3.5950166193152984,0.0819320829644099,0,0,0,7708.834873333852,65.09096933242553,0,24.124846099878493
108,32,50,premium,64.34535955276426,0.34336772452243214,1,1.2853790586060159,0.37026805801266094,0,0,0,6500.760644970469,35.621562219483394,0,15.865992243528762
109,62,26,premium,55.56243311875376,0.7218468914403442,1,0.4149811871223943,0.884343584051005,1,0,0,2769.2437824338613,29.015263963871668,1,14.092205830563657
110,18,30,basic,41.85624855346697,0.5210280478015594,1,4.976033586539074,0.551797517745166,0,1,20,2556.0799141108173,100.20991297999853,0,33.894475679508226
111,42,31,basic,61.81351172735391,0.8990688456452256,0,4.8646794382429475,0.5457611038082056,0,1,20,3801.3231544094147,87.21602731912228,0,41.6787825513051
112,24,42,plus,36.36257658404041,0.8398999078987665,0,7.120719506566658,0.2691680213528531,0,0,0,3066.8918472855057,77.64322265686108,1,25.409585176851337
113,26,68,premium,67.73023354563301,0.4193693577448027,2,5.463986083710788,0.31287128095506944,0,0,0,9320.004264244502,44.81098901976674,1,1.879505175574619
114,41,61,plus,72.8258434926285,0.9118074759868156,1,2.2541142026117527,0.8925223162221286,0,0,0,8838.273754546666,43.694069773126216,1,8.834546399827937
115,18,61,plus,41.35822378412995,0.4956007240814423,0,0.33419305368243146,0.29177126198835734,1,1,10,5078.822755864926,92.86463511938366,1,3.647427276444268
116,61,70,basic,88.82493965499312,0.7951234034375663,0,4.923588791496034,0.1990853241434949,1,0,0,10000.0,23.686496575472226,0,31.012319107917065
117,25,68,plus,35.03998135637457,0.8380215531974137,2,0.10957500586457537,0.27378557825530314,0,0,0,4665.0471449502975,126.57724768068019,0,24.4142055738745
118,41,17,plus,47.16457863332681,0.6915574286729034,2,3.615381822836438,0.34498876141749646,0,0,0,1724.94969120382,148.81715140178113,0,27.296342725458164
119,28,19,basic,46.79535140542851,0.6511077529082563,1,0.15339680785480383,0.7098033736143697,0,0,0,1834.5676262170055,126.16674483300753,0,19.158441342074667
120,68,51,plus,48.442788542639,0.6298091034540828,0,0.8221914903911867,0.9026952934929213,0,1,30,4915.607960561598,54.32718809072794,0,37.8150838122381
121,34,70,basic,71.37244680757213,0.568191073820288,4,1.9156654648043032,0.34307900346272624,1,1,30,9989.280652909994,63.86356225624461,0,47.37875182263648
122,25,63,plus,56.565952610221544,0.5005061523210518,1,2.662733086527429,0.057052730363803206,0,1,20,7110.402671537844,68.22586727314933,0,49.11927835463657
123,52,30,basic,37.52891103507334,0.3503025322837282,1,7.059666729357944,0.486690126905586,0,0,0,2211.403261977182,85.62520002378714,1,1.0321280692051593
124,52,25,basic,51.63553486432932,0.13792575688388942,0,13.24004063791851,0.9725435861639025,0,0,0,2536.884327801106,49.92194799658196,1,3.4984910800444107
125,50,71,premium,59.94819215090424,0.543943130685062,5,4.112821785331325,0.02575743521833318,1,0,0,8504.394960247688,52.99760728526702,1,19.480373097483678
126,22,26,basic,57.81234778978984,0.7581282538610531,0,28.199567722833052,0.495179478796269,0,0,0,3071.330476228132,91.79395691145055,1,7.471455791203198
127,59,56,plus,68.3327317475773,0.677254510997271,3,0.71739614832477,0.8499252339449777,0,1,30,7611.96233267062,85.16154687553106,1,9.301555247981131
128,56,22,basic,51.340839709571995,0.9666804576497878,2,1.8329664839638524,0.8916735132875032,1,1,30,2289.848327567221,20.759090183636275,1,15.711685114787311
129,58,19,basic,61.99394565458084,0.6322152837418604,3,4.780478405271993,0.6366919724685862,0,1,30,2373.5622278970686,74.7030250506243,1,28.407122805162597
130,45,31,basic,47.86479983589071,0.9294669913301661,2,0.02121008756777753,0.016149726958478716,0,1,20,2954.617493053197,70.4797437791108,0,37.15213403291664
131,24,26,basic,40.29858947820399,0.6991304930744882,1,2.1427429156353344,0.2981057820010816,0,1,20,2073.6284550088244,131.51114523992882,0,53.84701113592786
132,26,42,basic,32.87948119200279,0.5831345356196829,1,6.085921764692243,0.2581598415816546,0,0,0,2784.644380514165,113.5358643788262,0,25.169509664077406
133,25,41,premium,73.4972922867849,0.21511832741397732,2,2.9167888445148087,0.6522737290139684,0,1,10,6059.041797335946,93.243092109208,1,4.179746582473665
134,29,23,basic,27.36736113410717,0.7920376819073188,1,3.954397934703528,0.9653779591018928,0,0,0,1150.9418379873416,95.22097395647948,1,3.777317882716416
135,51,47,basic,53.81068897032809,0.836586042077842,1,5.797489535835416,0.6220118908111211,0,0,0,5039.152359916203,133.95562008354568,1,0.44008069606132405
136,50,13,premium,56.14465532732813,0.6035553584491418,0,6.486891746014937,0.17230145500358207,0,0,0,1451.9465906182916,119.04446030201747,1,9.0591178182601
137,65,66,basic,35.28968092170811,0.5989816129725248,0,1.4506443247429934,0.47478905829962514,0,1,30,4640.963930187785,145.59105858945946,1,0.9044067727489669
138,72,66,plus,63.51425805767167,0.5307437503219568,2,0.8714642936422345,0.0849202778848106,0,0,0,8536.823915069122,84.53862916174758,0,13.000723191557245
139,40,16,basic,29.742815663216003,0.44318157919192,3,1.4714444628735022,0.19178328026469238,0,0,0,928.0548381506914,131.3586431128217,1,9.118580356442148
140,41,28,basic,41.30472975223533,0.625225634685712,2,1.0975852504313401,0.3806205176806092,0,1,20,2362.7017789385577,53.25276590706187,0,17.932013013926134
141,54,35,plus,64.47035631209275,0.5701055217669395,1,2.0720644984805805,0.5336798620195619,0,0,0,4496.119551937952,135.40110884870927,0,25.67780025807609
142,52,41,premium,30.488577068620117,0.6047885571321507,1,1.513527944493479,0.11218109235692908,0,1,20,2530.625241848708,134.0073308348596,0,26.991300065947225
143,61,31,basic,62.254698778580725,0.4977212358277647,1,0.3416690135279612,0.17622601881630628,0,1,20,3882.429537570334,120.21086195873643,0,31.211520320599348
144,57,32,plus,66.73674928791688,0.5988357372985872,3,5.961017626132761,0.5193967761438218,0,0,0,4263.9213052366285,148.81233007625755,1,24.417169932915137
145,39,54,basic,66.0968566866031,0.3446772684209943,1,0.75579000422451,0.8342116301258871,0,1,20,7236.52525392209,137.544251164351,1,20.576087593827104
146,44,59,basic,55.61564527994213,0.7581422562264254,3,6.281492109213829,0.783347682981982,0,1,30,6576.765920349544,55.825222599570736,1,0.9854682645542994
147,52,41,premium,37.421790734322435,0.6562550474978012,1,0.6093460060611866,0.3850828198268851,0,0,0,3051.6516694971815,88.98311002496823,0,19.006796290602644
148,18,66,basic,35.14652402936423,0.5683167157050399,2,4.169684039947562,0.09266800577581502,0,0,0,4611.596062075586,99.53946966857232,0,20.23564663734578
149,52,54,premium,42.449396462733105,0.7194310113457757,1,0.5674070766265373,0.797096835738007,0,0,0,4603.741393089353,58.539522778929964,0,24.66865806845484
150,54,40,basic,5.0,0.697649140857993,1,2.376022892240638,0.4756522314452316,0,0,0,454.56058182836836,88.333803675511,0,29.960407920180373
151,64,28,premium,50.34821089875595,0.7992441992246389,0,8.772132584978293,0.28691899029365864,0,0,0,2900.730217075252,97.34781069311768,1,13.830996639372977
152,31,37,plus,48.27315709965551,0.3343929810668482,3,3.2221567812861966,0.5224455484731159,0,1,20,3516.8171309610625,122.32562617571998,0,28.954722221352547
153,20,65,premium,51.138282615822376,0.5683728625026875,1,0.13487076439127899,0.5799317220035017,0,1,20,6626.08396822515,69.58908246602425,0,62.49811475396035
154,18,55,basic,46.396791724583636,0.5872599550308283,1,3.3000052312354717,0.3015774100681822,0,1,10,5085.419534938088,47.40035218658983,0,32.73899074990437
155,22,4,plus,52.65040525139748,0.6452618229092882,1,0.3432420032233675,0.6199486339081486,1,0,0,387.42778572607875,45.76281854135907,1,24.97154977976735
156,43,10,plus,51.18902415864933,0.35117771982161167,1,0.2004544347684734,0.01291924898592034,0,1,20,1082.1752551603038,93.25408270572584,0,13.62322463948116
157,72,47,plus,28.09874754812033,0.3380438424683697,0,2.051539409858024,0.30461318755775957,0,0,0,2615.832023701383,112.52387568050207,0,23.940652635582843
158,31,14,premium,54.19931747651068,0.4547678697683764,1,6.180699139353559,0.9500781835227772,1,0,0,1489.8364817445213,65.68579681826571,1,20.155902093968926
159,56,38,plus,49.68366839170855,0.47893867240740495,2,6.2718139487381865,0.8132583541349738,0,1,20,3777.2792002923743,103.19549732702914,1,2.6381460971225312
160,44,12,premium,24.112779168727563,0.15625924172857594,3,3.326673702814044,0.011760934478841856,1,1,30,481.8686253875499,99.00621006512885,0,45.02881452821708
161,26,45,basic,63.42238439690323,0.5467455630801852,0,1.1420481623031973,0.577377272484068,0,1,30,5685.560881763874,48.679091796031486,0,35.16755090965697
162,32,17,plus,45.52559467722755,0.5232377675544921,0,5.374668484735125,0.7990896610238832,0,1,30,1625.6207924245834,132.23661788102083,0,27.04788594131381
163,32,35,premium,59.534455974967464,0.6429301494195534,2,4.676489525651683,0.2815093863734113,0,1,20,4253.158832519136,20.531967738896626,0,24.018598958410124
164,43,66,basic,49.335658465592545,0.45637274014837376,1,16.342527510995488,0.5697027358227579,1,0,0,6558.300855561156,117.50271069724532,1,0.5059765638168885
165,59,41,plus,23.296948680881787,0.4180547613511749,0,2.0309905398371484,0.7696228348033309,0,0,0,1897.4197462665513,88.18858967719271,0,40.00449676032825
166,30,67,premium,53.757781096375936,0.5050659220668678,3,5.901076742464357,0.242333989651923,0,0,0,7133.333539408547,48.248577657086,1,4.1989531467322205
167,68,29,plus,57.446111502855274,0.5865706904966882,0,2.9404552419580003,0.775456715210352,1,0,0,3436.8231879624227,35.16553094438926,0,29.234173092714233
168,49,18,basic,67.5581717987502,0.40058582906559065,1,5.099907146267624,0.7243020198441077,0,1,20,2555.092425436892,50.415351483358435,0,15.107190832558308
169,56,20,basic,63.78414051512731,0.8974979179240682,0,0.15259504464719229,0.18147691199295546,0,1,30,2395.972767367741,28.736223823393964,1,0.44083979953788255
170,66,14,premium,67.97475184306332,0.7646323886606343,2,1.172970200643344,0.38129584804701744,0,1,20,1953.9933119889695,109.49935748590919,0,34.71923917510605
171,69,34,premium,61.04519080421008,0.5901669891923172,3,2.1005945502560714,0.7793693530182211,0,0,0,4145.37330948791,28.664269507161404,1,17.250362233447397
172,49,49,premium,42.62531784586773,0.5660277400167076,2,0.4990489454398386,0.635175778808472,0,0,0,4298.57293293667,23.73461066072689,0,38.96598714715201
173,21,54,plus,42.97957982347271,0.5519201284652979,1,1.643237749113768,0.5111801838105331,0,0,0,4649.995364879079,61.91785295427472,0,29.650713995443333
174,47,31,plus,64.83406821933899,0.1809994514372286,1,0.8770838162436653,0.3896686428490911,0,0,0,3993.842236485141,112.09255815269415,1,1.0104227240633126
175,54,58,basic,44.174037924404544,0.6591462665735618,1,0.56465174417637,0.3335282892321191,0,0,0,5142.82650196925,128.43599472436796,0,20.458310842438422
176,40,42,basic,57.94753925400089,0.4197872152442153,0,1.8002368487634528,0.4606260043990973,0,1,10,4823.796103581043,49.91069013707356,0,23.32652505332527
177,56,58,basic,75.64010207636886,0.3571673025578191,2,1.9962295670449093,0.4164042431625663,0,0,0,8664.844800732782,102.72881535157032,0,22.93423697353849
